student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,adr_city,adr_district,adr_postal,hobbies,skills,family,devices
263,,21,Female,65,16421921575,Kellyborough,zjohnson@miller-weaver.net,30/08/2002 15:04,Data Science,110,Inactive,15.5,Average,220,08/09/1995 00:00,,,,,"third, prepare","tech: python=4, excel=4, sql=3 | soft: successful, product","siblings: 2 | income: father=913, mother=1267",type: laptop | brand: HP | year: 2019; type: phone | brand: Samsung | year: 2024
264,James Griffin,19,Female,90,6359140072,West Marieland,kevinboyd@foster-nichols.com,11/05/1989 00:00,Data Science,92,Active,4.46,,219,14/01/2018 08:03,"Apartment 29, North Tyroneville district, Tashkent, UZ, 100883",Tashkent,North Tyroneville district,100883,"green, box","tech: python=2, excel=1, sql=2 | soft: society, next","siblings: 3 | income: father=1161, mother=228",type: laptop | brand: HP | year: 2024; type: phone | brand: Samsung | year: 2024
265,Justin Arnold,18,Female,81,7128353547,West Victoriastad,hollyhuffman@morales-kim.biz,11/03/1972 00:00,Python,100,Inactive,15.5,Excellent,92,24/11/2000 00:00,UZ 100588 Tashkent West Elizabeth,Tashkent,,100588,"maintain, hard","tech: python=1, excel=1, sql=2 | soft: common, resource","siblings: 3 | income: father=422, mother=1398",type: laptop | brand: Lenovo | year: 2016; type: phone | brand: Xiaomi | year: 2022
266,,19,Female,90,1748502428,Jamesburgh,,19/03/1999 00:00,Data Science,100,Pending,15.5,Average,195,10/02/2017 08:53,"Apartment 17, North Raymond district, Tashkent, UZ, 100376",Tashkent,North Raymond district,100376,"guy, test","tech: python=3, excel=4, sql=5 | soft: trade, least","siblings: 5 | income: father=1310, mother=604",type: laptop | brand: Dell | year: 2015; type: phone | brand: Xiaomi | year: 2023
267,,21,Male,90,,Josephbury,marcus14@thomas-wong.biz,,Data Science,114,Active,2,Excellent,203,23/03/2018 00:00,"63287 Donna Walk, Savageborough",Savageborough,,63287,"week, group","tech: python=2, excel=3, sql=5 | soft: form, mean","siblings: 3 | income: father=335, mother=1183",type: laptop | brand: Lenovo | year: 2022; type: phone | brand: Apple | year: 2019
268,Adam Bowman,20,Female,90,,North Brentport,,,Python,84,Inactive,5.08,Average,239,,"Apartment 20, Lake Stacy district, Tashkent, UZ, 100919",Tashkent,Lake Stacy district,100919,"after, treatment",,,
269,,19,Female,80,4859449082,Lake Amberstad,,03/11/2023 06:30,Data Science,104,Inactive,2,,128,,"42654 Obrien Stream Apt. 484, North Ianberg",North Ianberg,,42654,"why, up","tech: python=1, excel=3, sql=4 | soft: several, consider","siblings: 5 | income: father=280, mother=1029",type: laptop | brand: Lenovo | year: 2016; type: phone | brand: Samsung | year: 2022
270,,19,Unknown,96,,Patrickhaven,nelsonanna@hotmail.com,,Data Science,100,Active,2,Average,216,14/04/1986 20:33,"0553 Joseph Crest, Port Stephenchester",Port Stephenchester,,,"watch, step","tech: python=1, excel=3, sql=2 | soft: idea, cut","siblings: 2 | income: father=618, mother=407",type: laptop | brand: Dell | year: 2015; type: phone | brand: Samsung | year: 2020
271,,19,Female,80,2679176512,Rachelstad,troy76@yahoo.com,03/11/1991 00:00,Python,100,Active,4.5,Excellent,227,19/04/1988 11:33,UZ 100416 Tashkent Lake John,Tashkent,,100416,"word, move","tech: python=2, excel=5, sql=2 | soft: coach, decision","siblings: 4 | income: father=1043, mother=1206",type: laptop | brand: Dell | year: 2015; type: phone | brand: Xiaomi | year: 2023
272,,20,Female,73,1407992436,Davidside,pricesamuel@young.com,23/08/2010 18:40,Data Science,109,Inactive,15.5,Good,234,28/02/2009 00:00,"Apartment 20, Rileyside district, Tashkent, UZ, 100580",Tashkent,Rileyside district,100580,"anything, hospital","tech: python=3, excel=1, sql=1 | soft: age, police","siblings: 5 | income: father=586, mother=1160",type: laptop | brand: HP | year: 2024; type: phone | brand: Apple | year: 2018
273,,19,Unknown,90,,Rayfurt,,08/01/1982 00:00,Data Science,93,Inactive,3.51,Average,214,,"2917 Connie Motorway, West Jamie",West Jamie,,,"top, air",,,
274,April Sharp,20,Male,79,1321497176,Guzmanbury,allison39@hotmail.com,26/01/2007 08:08,Data Science,110,Active,4.24,Average,127,29/10/1977 00:00,,,,,"candidate, station",,,
275,Jessica Leon,20,Female,78,7129219367,West Toddside,,13/01/1973 00:00,Data Science,110,Inactive,1.35,Average,85,26/12/1971 00:00,,,,,"group, great","tech: python=1, excel=2, sql=1 | soft: may, suddenly","siblings: 3 | income: father=850, mother=388",type: laptop | brand: Dell | year: 2019; type: phone | brand: Xiaomi | year: 2024
276,Christopher Cruz,20,Female,77,,Obrienshire,,,Data Science,100,Active,2.66,Excellent,135,27/05/1987 00:00,UZ 100679 Tashkent Maryport,Tashkent,,100679,"television, serve","tech: python=5, excel=2, sql=5 | soft: find, kind","siblings: 2 | income: father=612, mother=1374",type: laptop | brand: HP | year: 2019; type: phone | brand: Samsung | year: 2018
277,Hunter Smith,19,Male,80,11318767285,Robinsonton,,03/04/2007 20:56,Python,102,Active,0,Excellent,299,11/06/1974 00:00,"Apartment 8, Ashleyborough district, Tashkent, UZ, 100060",Tashkent,Ashleyborough district,100060,"those, partner","tech: python=5, excel=4, sql=4 | soft: which, actually","siblings: 3 | income: father=1415, mother=828",type: laptop | brand: HP | year: 2016; type: phone | brand: Apple | year: 2018
278,Tracy Martin,21,Unknown,86,4850348428,Lake Hunter,someone@gmail.com,01/12/2001 18:40,Data Science,110,Inactive,0,Excellent,100,21/04/1971 00:00,"4741 Phillips Course Apt. 019, Lake Theresafurt",Lake Theresafurt,,,"from, different",,,
279,Erica Myers,18,Unknown,85,,West Olivia,,18/03/1983 00:00,Data Science,100,Inactive,2,,140,30/10/1993 00:00,,,,,"support, support","tech: python=3, excel=5, sql=5 | soft: end, collection","siblings: 0 | income: father=1095, mother=1133",type: laptop | brand: Dell | year: 2024; type: phone | brand: Apple | year: 2020
280,Audrey Moran,19,Unknown,88,,West Shawnabury,,14/03/1994 00:00,Data Science,110,Pending,2,Good,218,08/12/1975 00:00,,,,,"exist, politics","tech: python=3, excel=1, sql=3 | soft: conference, commercial","siblings: 4 | income: father=1499, mother=861",type: laptop | brand: Lenovo | year: 2022; type: phone | brand: Samsung | year: 2024
281,,18,Female,94,,Brittneyburgh,dgreen@henry-marshall.com,,Data Science,72,Pending,1.52,Excellent,69,16/08/1992 19:39,,,,,,,,
282,,20,Female,90,,Marciastad,,,Data Science,110,Active,4.5,Excellent,148,06/09/2014 00:00,,,,,"none, third",,,
283,William Torres,21,Female,80,5622705245,Suzanneland,khantricia@swanson.com,04/12/1977 00:00,Data Science,110,Pending,2,,53,20/12/1993 16:18,"978 Allison Loop Apt. 882, Whitemouth",Whitemouth,,,"specific, me","tech: python=3, excel=2, sql=4 | soft: hand, room","siblings: 5 | income: father=709, mother=1412",type: laptop | brand: HP | year: 2023; type: phone | brand: Apple | year: 2019
284,Vicki Morales,21,Female,80,,North Jacqueline,harveydaniel@grimes.com,11/08/2014 06:04,Data Science,100,Inactive,4.5,Excellent,216,22/05/2007 00:00,,,,,,,,
285,Laura Bates,21,Female,86,,Michaelfurt,someone@gmail.com,,Data Science,100,Active,15.5,Good,85,17/05/1986 19:24,"South David 8-kv, dom 24, Tashkent",Tashkent,South David 8-kv,,,,,
286,Vincent Huffman,20,Female,83,13233128254,Lake Robin,,07/06/1972 00:00,Data Science,110,Active,2.15,Excellent,218,30/12/1992 00:00,UZ 100578 Tashkent New Davidmouth,Tashkent,,100578,,,,
287,Jeffrey Lowe,19,Female,90,16190965066,North Erikbury,qparker@hotmail.com,25/12/1983 05:25,Data Science,100,Inactive,3.91,,212,14/06/1970 00:00,"Curryhaven 5-kv, dom 5, Tashkent",Tashkent,Curryhaven 5-kv,,"candidate, rate","tech: python=5, excel=4, sql=1 | soft: information, available","siblings: 3 | income: father=567, mother=233",type: laptop | brand: Dell | year: 2020; type: phone | brand: Apple | year: 2021
288,Hannah Roberts,20,Male,90,19909842557,West Virginia,wrightalexis@lopez.biz,27/02/1970 00:00,Python,110,Pending,2,Excellent,58,,"86909 Nguyen Views, Hernandezchester",Hernandezchester,,86909,,,,
289,Joshua Guerrero,19,Unknown,80,7972795514,Watersberg,someone@gmail.com,04/03/2007 00:00,Data Science,110,Inactive,5.08,Excellent,261,,UZ 100382 Tashkent Morenoview,Tashkent,,100382,,,,
290,,18,Female,80,,West Richardbury,,16/02/1972 11:00,Data Science,115,Pending,0,Good,283,,"96315 Annette Rest, Port Charlesport",Port Charlesport,,96315,"nation, right","tech: python=4, excel=5, sql=2 | soft: artist, process","siblings: 3 | income: father=1367, mother=1013",type: laptop | brand: Dell | year: 2022; type: phone | brand: Samsung | year: 2022
291,Dennis Bishop,20,Female,80,545481713,South Sandra,someone@gmail.com,,Data Science,110,Active,0,,237,26/01/2006 00:00,"Apartment 35, Huffburgh district, Tashkent, UZ, 100573",Tashkent,Huffburgh district,100573,"various, value","tech: python=3, excel=1, sql=3 | soft: myself, seven","siblings: 5 | income: father=906, mother=1438",type: laptop | brand: HP | year: 2022; type: phone | brand: Xiaomi | year: 2020
292,Lynn Gordon,21,Female,90,1574686959,Johnsonchester,henry44@craig.com,28/10/1974 00:11,Python,110,Inactive,0,Excellent,105,23/11/2022 00:00,"Port Karenborough 15-kv, dom 2, Tashkent",Tashkent,Port Karenborough 15-kv,,"the, production",,,
293,,19,Male,59,5217567290,North Vanessaberg,,02/06/2020 06:08,Data Science,100,Inactive,15.5,Average,114,04/08/2009 00:00,"West Josephville 28-kv, dom 45, Tashkent",Tashkent,West Josephville 28-kv,,"floor, notice","tech: python=2, excel=3, sql=5 | soft: sign, throughout","siblings: 2 | income: father=486, mother=1054",type: laptop | brand: Lenovo | year: 2017; type: phone | brand: Xiaomi | year: 2018
294,Wendy Dunn,20,Female,80,,Stewarttown,rubencunningham@hotmail.com,29/05/1986 00:00,Data Science,100,Active,4.5,Good,176,16/09/2022 05:31,UZ 100431 Tashkent Garciafort,Tashkent,,100431,"make, area","tech: python=1, excel=3, sql=5 | soft: produce, page","siblings: 3 | income: father=1047, mother=811",type: laptop | brand: Dell | year: 2021; type: phone | brand: Apple | year: 2020
295,Elizabeth Nelson,20,Female,84,,West Kenneth,,02/11/1986 00:00,Python,110,Inactive,0,Excellent,151,21/07/2010 00:00,"Apartment 31, Lake Karen district, Tashkent, UZ, 100697",Tashkent,Lake Karen district,100697,,,,
296,,19,Female,90,9429934964,East Robinstad,,,Python,100,Pending,4.5,,284,07/03/1980 15:28,"36436 Gamble Freeway Suite 098, Jeanstad",Jeanstad,,36436,"anything, long","tech: python=5, excel=1, sql=3 | soft: field, fast","siblings: 2 | income: father=1303, mother=1219",type: laptop | brand: Lenovo | year: 2021; type: phone | brand: Apple | year: 2024
297,Tiffany Reyes,18,Male,91,8999918816,South Pamela,sanchezkevin@yahoo.com,06/09/1975 21:44,Python,110,Inactive,3.7,Good,111,04/12/1970 00:00,,,,,"half, wind","tech: python=5, excel=1, sql=3 | soft: create, word","siblings: 3 | income: father=524, mother=1494",type: laptop | brand: Dell | year: 2023; type: phone | brand: Apple | year: 2019
298,,18,Male,78,,Port Hayleyport,,20/06/2019 00:00,Data Science,76,Active,5.08,Good,219,19/04/2022 00:00,"5327 Anthony Rest, Russellfort",Russellfort,,,"into, office",,,
299,Vincent Collins,18,Male,90,1439550610,West Jamie,melissa37@burnett.com,25/03/1999 00:00,Python,100,Pending,2,Average,206,,"780 William Summit Apt. 320, Shawnstad",Shawnstad,,,"million, over","tech: python=2, excel=1, sql=1 | soft: stop, enough","siblings: 5 | income: father=1419, mother=1065",type: laptop | brand: Dell | year: 2023; type: phone | brand: Samsung | year: 2024
300,Jared Mckinney,18,Unknown,80,5136377267,Jacksonbury,elizabeth02@hotmail.com,09/09/1973 00:00,Data Science,102,Inactive,15.5,,258,09/02/2021 00:00,"Apartment 19, North Teresaberg district, Tashkent, UZ, 100009",Tashkent,North Teresaberg district,100009,"finish, age","tech: python=3, excel=1, sql=4 | soft: win, fall","siblings: 4 | income: father=1342, mother=1266",type: laptop | brand: HP | year: 2017; type: phone | brand: Samsung | year: 2021
301,Andrew Andrews,18,Male,74,,Aprilberg,gcastillo@bishop.info,03/05/1995 21:16,Python,110,Pending,2,,244,20/04/1981 15:02,"410 Baker Cliffs, South Ian",South Ian,,,"remain, management","tech: python=2, excel=3, sql=3 | soft: analysis, respond","siblings: 0 | income: father=642, mother=773",type: laptop | brand: Lenovo | year: 2024; type: phone | brand: Samsung | year: 2018
302,Leah Taylor,18,Unknown,94,,Richardmouth,,17/09/1986 03:10,Python,101,Active,4.5,Excellent,121,05/04/2009 17:03,"Apartment 50, Johnsonfurt district, Tashkent, UZ, 100029",Tashkent,Johnsonfurt district,100029,"eat, smile",,,
303,Lawrence Smith,19,Female,80,42888164,South Erinville,someone@gmail.com,07/07/2007 00:00,Python,100,Active,0,Good,94,22/04/1974 00:00,"663 Cook Lodge Apt. 565, Yustad",Yustad,,,"part, according","tech: python=4, excel=4, sql=3 | soft: continue, modern","siblings: 3 | income: father=1134, mother=809",type: laptop | brand: HP | year: 2018; type: phone | brand: Xiaomi | year: 2020
304,John Collier,18,Unknown,90,4577431966,Mathewsland,,01/07/2019 14:27,Python,98,Pending,2,Excellent,223,08/06/2015 17:05,UZ 100024 Tashkent West Jessicafurt,Tashkent,,100024,"lose, reach","tech: python=4, excel=4, sql=4 | soft: table, someone","siblings: 1 | income: father=856, mother=1449",type: laptop | brand: Dell | year: 2017; type: phone | brand: Xiaomi | year: 2019
305,Kenneth Mcdonald,18,Male,80,1527864631,Aliciaton,,27/01/1983 00:00,Data Science,100,Pending,2,Excellent,146,06/03/2003 00:00,,,,,"modern, exactly","tech: python=4, excel=5, sql=3 | soft: put, central","siblings: 0 | income: father=1331, mother=223",type: laptop | brand: HP | year: 2020; type: phone | brand: Samsung | year: 2024
306,Kayla Martinez,18,Female,80,,Nelsonshire,singhmicheal@gmail.com,,Data Science,105,Active,0,,243,20/11/1997 20:49,"Christopherhaven 7-kv, dom 45, Tashkent",Tashkent,Christopherhaven 7-kv,,"cost, computer","tech: python=5, excel=2, sql=5 | soft: safe, manager","siblings: 5 | income: father=363, mother=462",type: laptop | brand: Lenovo | year: 2015; type: phone | brand: Samsung | year: 2019
307,Ruth Edwards,21,Male,65,7391056737,Johnmouth,,17/04/2003 14:53,Data Science,100,Pending,4.47,Excellent,133,28/08/1980 01:19,"Apartment 44, Jonesmouth district, Tashkent, UZ, 100100",Tashkent,Jonesmouth district,100100,,,,
308,Kyle Brown,19,Female,80,17238925634,West Jennifer,,,Python,116,Pending,2,Excellent,56,22/05/1985 00:00,"1120 Brittany Cliffs Suite 826, New Jordan",New Jordan,,,"conference, citizen","tech: python=3, excel=5, sql=1 | soft: outside, ball","siblings: 5 | income: father=951, mother=988",type: laptop | brand: Dell | year: 2023; type: phone | brand: Apple | year: 2021
309,,18,Female,68,7921971892,Lake Andreaburgh,,26/11/2005 00:49,Data Science,71,Inactive,2,Good,131,21/06/1976 23:43,"10040 West Lakes Suite 279, East Samanthaland",East Samanthaland,,10040,"serve, knowledge",,,
310,Rachel Parker,21,Male,65,,Jordanberg,,07/01/1974 00:00,Python,110,Inactive,4.5,,149,09/02/2015 14:36,UZ 100076 Tashkent Port Lauren,Tashkent,,100076,"suddenly, culture","tech: python=1, excel=3, sql=5 | soft: head, old","siblings: 3 | income: father=526, mother=1121",type: laptop | brand: Dell | year: 2020; type: phone | brand: Xiaomi | year: 2021
311,Katherine Clark,20,Female,97,,East Gabriellamouth,someone@gmail.com,24/04/2025 20:11,Data Science,110,Active,5.08,Good,197,26/06/1999 03:58,"Michaelburgh 6-kv, dom 30, Tashkent",Tashkent,Michaelburgh 6-kv,,,,,
312,,18,Male,90,2074578185,Lake Jasmine,,10/06/2001 19:42,Data Science,110,Active,4.29,Excellent,298,05/01/1997 00:00,"Sharonland 2-kv, dom 45, Tashkent",Tashkent,Sharonland 2-kv,,"far, officer","tech: python=2, excel=1, sql=3 | soft: sure, son","siblings: 3 | income: father=1378, mother=513",type: laptop | brand: Dell | year: 2022; type: phone | brand: Xiaomi | year: 2020
313,Willie Hoover,20,Female,80,9030256001,Fullermouth,holmessteven@hotmail.com,25/12/2009 00:00,Python,100,Inactive,2,Average,248,04/05/1980 00:00,"Murraymouth 19-kv, dom 29, Tashkent",Tashkent,Murraymouth 19-kv,,"pass, staff","tech: python=4, excel=2, sql=1 | soft: specific, reduce","siblings: 3 | income: father=508, mother=1273",type: laptop | brand: Lenovo | year: 2015; type: phone | brand: Apple | year: 2023
314,Jennifer Johnson,18,Female,80,11492102553,Turnerberg,,04/02/2002 04:27,Python,66,Pending,3.7,Excellent,154,23/06/2024 00:00,"Apartment 15, Pittmanchester district, Tashkent, UZ, 100280",Tashkent,Pittmanchester district,100280,,,,
315,Joanne Lopez,20,Male,90,9794395549,Adrianabury,,05/04/2024 00:00,Python,110,Inactive,15.5,Average,98,08/10/1973 00:00,"02174 Jennifer Greens Apt. 839, Morenomouth",Morenomouth,,02174,"response, note",,,
316,Michele Hogan,20,Male,80,18079955165,Burgessside,ssmith@hotmail.com,22/05/1980 02:05,Data Science,110,Active,15.5,Average,128,24/12/1982 00:00,,,,,"operation, toward","tech: python=1, excel=2, sql=4 | soft: performance, building","siblings: 3 | income: father=869, mother=375",type: laptop | brand: Dell | year: 2023; type: phone | brand: Apple | year: 2023
317,Mackenzie Haas,19,Female,64,,New Bruce,,05/09/1976 17:43,Data Science,110,Pending,2,,128,06/02/1988 00:00,"New Charles 14-kv, dom 1, Tashkent",Tashkent,New Charles 14-kv,,"capital, produce","tech: python=3, excel=5, sql=3 | soft: over, condition","siblings: 3 | income: father=1137, mother=881",type: laptop | brand: Dell | year: 2019; type: phone | brand: Samsung | year: 2022
318,Sarah Perez Md,19,Male,75,,East Erik,ericphillips@ramirez.com,,Data Science,100,Pending,0,Good,216,,,,,,"stand, father","tech: python=4, excel=4, sql=1 | soft: meeting, parent","siblings: 5 | income: father=824, mother=1340",type: laptop | brand: Dell | year: 2017; type: phone | brand: Xiaomi | year: 2024
319,Carolyn Moreno,22,Male,82,,West Randy,williamslarry@hotmail.com,30/08/1986 00:00,Python,110,Pending,15.5,Excellent,230,,,,,,"responsibility, read","tech: python=3, excel=3, sql=1 | soft: civil, shoulder","siblings: 1 | income: father=319, mother=400",type: laptop | brand: HP | year: 2023; type: phone | brand: Apple | year: 2021
320,Joshua Ross,20,Unknown,67,6768851567,Stanleymouth,,04/08/2023 00:00,Python,97,Pending,4.5,Average,175,04/12/2012 00:00,"6771 Miller Crescent, Port Sarah",Port Sarah,,,"great, necessary","tech: python=3, excel=4, sql=3 | soft: sometimes, president","siblings: 0 | income: father=635, mother=304",type: laptop | brand: HP | year: 2017; type: phone | brand: Apple | year: 2024
321,Shawn Collins,22,Female,80,,Brittanyburgh,someone@gmail.com,05/01/1985 00:00,Data Science,100,Pending,3.7,Excellent,193,,"Apartment 25, New Dawnburgh district, Tashkent, UZ, 100666",Tashkent,New Dawnburgh district,100666,"evening, animal","tech: python=3, excel=1, sql=1 | soft: page, woman","siblings: 3 | income: father=1288, mother=465",type: laptop | brand: HP | year: 2017; type: phone | brand: Apple | year: 2023
322,Antonio Bryan,22,Female,90,,Lake Helen,adavis@hotmail.com,14/04/2010 00:00,Data Science,87,Inactive,4.5,Good,221,15/05/2025 00:00,"Apartment 19, East Connie district, Tashkent, UZ, 100047",Tashkent,East Connie district,100047,"bring, sea","tech: python=4, excel=2, sql=3 | soft: heart, thank","siblings: 3 | income: father=721, mother=564",type: laptop | brand: Dell | year: 2017; type: phone | brand: Samsung | year: 2022
323,Barry Oneill,22,Female,87,,East Emilyport,,26/03/1991 00:00,Data Science,100,Active,15.5,Excellent,279,28/07/2011 00:00,"316 Elizabeth Run, South Jamesport",South Jamesport,,,"moment, also","tech: python=5, excel=3, sql=1 | soft: operation, pretty","siblings: 4 | income: father=471, mother=1028",type: laptop | brand: Lenovo | year: 2017; type: phone | brand: Apple | year: 2020
324,,19,Female,65,7860482231,Jillside,,16/10/2013 00:00,Data Science,110,Pending,2,,187,,,,,,,,,
325,Nicholas Bell,20,Female,90,,Bowenfort,,12/07/2000 00:00,Data Science,110,Pending,15.5,Excellent,223,19/03/1979 08:45,UZ 100190 Tashkent North Miranda,Tashkent,,100190,"prepare, heavy",,,
326,Micheal Knapp,20,Female,87,5441134366,Lauraport,thomaswilliams@gmail.com,,Data Science,64,Active,4.5,Excellent,229,25/03/2011 07:47,"West Robertburgh 4-kv, dom 9, Tashkent",Tashkent,West Robertburgh 4-kv,,"evidence, start","tech: python=5, excel=1, sql=5 | soft: call, per","siblings: 3 | income: father=1235, mother=1300",type: laptop | brand: HP | year: 2017; type: phone | brand: Apple | year: 2020
327,,21,Unknown,90,3824058081,Lake Christopher,johnsonjames@mcdonald-smith.com,17/04/2002 00:00,Python,96,Active,3.7,Average,140,23/08/1984 21:23,"Apartment 11, Port Calebtown district, Tashkent, UZ, 100670",Tashkent,Port Calebtown district,100670,"others, you","tech: python=1, excel=1, sql=3 | soft: serious, onto","siblings: 1 | income: father=1218, mother=581",type: laptop | brand: HP | year: 2016; type: phone | brand: Samsung | year: 2021
328,,19,Female,90,7445654885,Rossborough,,13/07/1998 00:00,Python,100,Inactive,4.02,Excellent,167,,UZ 100074 Tashkent New Rodney,Tashkent,,100074,"charge, energy",,,
329,,20,Male,90,6466358123,North Rodneychester,,10/07/1974 00:00,Data Science,110,Pending,0,Good,106,27/09/2018 19:54,"607 Torres Brook Suite 210, South Joy",South Joy,,,"institution, forget","tech: python=5, excel=3, sql=4 | soft: go, prepare","siblings: 1 | income: father=1324, mother=1202",type: laptop | brand: Dell | year: 2018; type: phone | brand: Xiaomi | year: 2018
330,Joseph Johnson,19,Male,90,247446407,Luisport,johnyoung@yahoo.com,06/09/1998 02:39,Data Science,110,Inactive,4.5,Good,57,25/06/1996 02:28,UZ 100700 Tashkent Shaunfort,Tashkent,,100700,"spring, either","tech: python=1, excel=5, sql=4 | soft: region, court","siblings: 0 | income: father=574, mother=1222",type: laptop | brand: Lenovo | year: 2017; type: phone | brand: Samsung | year: 2020
331,,20,Male,80,,Zacharyside,,05/02/2000 00:00,Python,110,Inactive,4.5,,262,11/01/2001 00:00,,,,,"fund, study",,,
332,,21,Female,93,14938659765,Jennaborough,brianmarsh@yahoo.com,27/09/1998 00:00,Data Science,100,Inactive,0,Excellent,140,07/02/2013 22:31,"West Patrickberg 13-kv, dom 41, Tashkent",Tashkent,West Patrickberg 13-kv,,"dinner, cause","tech: python=3, excel=1, sql=3 | soft: traditional, security","siblings: 2 | income: father=843, mother=1477",type: laptop | brand: Dell | year: 2021; type: phone | brand: Apple | year: 2019
333,,20,Female,57,8834929817,Deanberg,doughertydavid@carrillo-decker.com,18/05/2009 00:00,Data Science,110,Inactive,3.7,Excellent,246,18/09/1978 00:00,"South Kylebury 23-kv, dom 5, Tashkent",Tashkent,South Kylebury 23-kv,,"may, beautiful",,,
334,Fred Griffith,18,Male,70,,South Lynnberg,someone@gmail.com,11/06/1995 00:00,Data Science,88,Inactive,15.5,Excellent,67,29/02/2020 00:00,,,,,"audience, bed",,,
335,David Taylor,19,Female,80,,Haroldborough,,08/05/1991 21:18,Data Science,110,Inactive,3.2,Good,91,23/07/1991 00:00,"Apartment 15, North Angela district, Tashkent, UZ, 100462",Tashkent,North Angela district,100462,"during, social","tech: python=2, excel=5, sql=2 | soft: for, mission","siblings: 2 | income: father=433, mother=628",type: laptop | brand: Lenovo | year: 2018; type: phone | brand: Xiaomi | year: 2019
336,Shane Orr,20,Female,80,18080072980,Lake Lance,odommeredith@yahoo.com,,Python,100,Pending,3.7,Excellent,166,13/06/1993 00:00,"Apartment 4, Thomasport district, Tashkent, UZ, 100098",Tashkent,Thomasport district,100098,,,,
337,Timothy Booth,18,Female,80,1311884606,Rogersport,someone@gmail.com,21/11/2004 00:00,Data Science,70,Inactive,3.7,Excellent,290,05/02/1971 00:00,UZ 100264 Tashkent Williamsmouth,Tashkent,,100264,"network, democratic",,,
338,,19,Female,74,3527855070,North Teresa,,19/11/2008 19:42,Data Science,100,Active,5.08,Good,288,,UZ 100563 Tashkent East Nicole,Tashkent,,100563,,,,
339,,19,Female,90,,Port Justinshire,amber74@hotmail.com,14/08/2011 04:51,Python,110,Inactive,4.38,,130,04/11/2023 00:00,,,,,"beat, theory","tech: python=4, excel=5, sql=3 | soft: upon, relate","siblings: 3 | income: father=1156, mother=1047",type: laptop | brand: Lenovo | year: 2024; type: phone | brand: Samsung | year: 2019
340,James Smith,19,Unknown,70,10590887861,West Lisamouth,,26/08/2021 00:00,Python,110,Active,2,,176,27/11/1987 22:22,"Jessicaton 1-kv, dom 15, Tashkent",Tashkent,Jessicaton 1-kv,,,,,
341,Danielle Coleman,19,Female,90,,East Chloefurt,someone@gmail.com,,Data Science,110,Pending,4.3,Excellent,299,15/04/2004 15:11,,,,,"drive, outside","tech: python=4, excel=1, sql=5 | soft: thing, several","siblings: 1 | income: father=1251, mother=799",type: laptop | brand: Dell | year: 2016; type: phone | brand: Samsung | year: 2024
342,Dylan May,19,Female,73,,Aaronberg,,16/03/1972 00:00,Data Science,100,Inactive,2,Average,227,20/10/2023 00:00,"Apartment 36, Glennmouth district, Tashkent, UZ, 100438",Tashkent,Glennmouth district,100438,"friend, work","tech: python=4, excel=5, sql=2 | soft: black, in","siblings: 3 | income: father=324, mother=1139",type: laptop | brand: Lenovo | year: 2022; type: phone | brand: Xiaomi | year: 2021
343,Leah Anderson,18,Male,90,3650903299,East Thomasview,michaelchase@hotmail.com,19/10/2012 12:24,Python,69,Active,0,,203,23/08/2006 00:00,,,,,,,,
344,April Bennett,19,Female,80,3462150714,Norrismouth,someone@gmail.com,20/03/1986 16:56,Python,98,Inactive,4.5,,182,01/02/1978 00:00,,,,,"class, his",,,
345,,20,Unknown,68,290846617,West Tyler,jeffreyjohnston@baldwin.org,23/04/1987 00:00,Python,110,Active,3.7,Average,186,,"Coltonborough 27-kv, dom 21, Tashkent",Tashkent,Coltonborough 27-kv,,"whom, price","tech: python=4, excel=1, sql=5 | soft: place, debate","siblings: 2 | income: father=290, mother=315",type: laptop | brand: Lenovo | year: 2021; type: phone | brand: Xiaomi | year: 2020
346,Amy Cole,20,Female,68,7123168833,East Samanthachester,jenniferlevy@carlson-caldwell.com,05/05/1977 20:37,Data Science,114,Pending,2,Good,224,12/11/2006 00:00,UZ 100226 Tashkent Port Jimmyberg,Tashkent,,100226,"else, scientist","tech: python=3, excel=1, sql=2 | soft: whether, rock","siblings: 5 | income: father=381, mother=899",type: laptop | brand: HP | year: 2021; type: phone | brand: Samsung | year: 2020
347,William Bright,21,Unknown,51,639746472,Carterbury,david32@yahoo.com,17/09/2003 00:00,Data Science,100,Active,3.7,Good,234,05/09/2009 15:17,"North Scott 5-kv, dom 9, Tashkent",Tashkent,North Scott 5-kv,,"unit, send","tech: python=4, excel=2, sql=2 | soft: always, order","siblings: 1 | income: father=740, mother=774",type: laptop | brand: Dell | year: 2023; type: phone | brand: Xiaomi | year: 2019
348,Julie Gill,22,Unknown,67,,Samuelstad,,14/06/2004 00:00,Data Science,100,Inactive,3.7,,73,08/01/1970 00:00,"Apartment 24, West James district, Tashkent, UZ, 100774",Tashkent,West James district,100774,"source, person","tech: python=2, excel=4, sql=4 | soft: trouble, effect","siblings: 2 | income: father=363, mother=669",type: laptop | brand: Dell | year: 2018; type: phone | brand: Xiaomi | year: 2020
